sample_kind,horizon_h,event_id,event_quality_x,target_fog_family,target_fg,target_mifg,target_br,lead_to_event_min,timestamp,year,month,hour_utc,auto,t_c,td_c,spread_c,rh_pct,wind_dir_deg,wind_kt,gust_kt,visibility_m,qnh_hpa,ceiling_ft,vv_ft,cloud_total_oktas,cloud_low_oktas,current_br,current_mifg,current_fog_truth,current_precip,trail6_obs,trail6_precip_obs,ceiling_slope_1h,median_wind_1h,min_ceiling_1h,min_spread_1h,min_vis_1h,obs_1h,spread_slope_1h,vis_slope_1h,ceiling_slope_3h,median_wind_3h,min_ceiling_3h,min_spread_3h,min_vis_3h,obs_3h,spread_slope_3h,vis_slope_3h,ceiling_slope_6h,median_wind_6h,min_ceiling_6h,min_spread_6h,min_vis_6h,obs_6h,spread_slope_6h,vis_slope_6h,synop_temperature_c,synop_dew_point_c,synop_spread_c,synop_relative_humidity_pct,synop_wind_direction_deg,synop_wind_speed_ms,synop_visibility_m,synop_cloud_base_m_agl,synop_total_cloud_oktas,synop_present_weather_code,synop_teacher_br,synop_teacher_shallow_fog,synop_teacher_fg,synop_age_min,event_onset,event_last_positive,event_onset_previous_clear,event_dissipation_next_clear,event_positive_span_h,event_quality_y,event_min_visibility_m
pre_event_1h,1,126,high,1,0,0,1,71.000,2021-03-11T09:30:00Z,2021,3,9,0,1.200,-8.880,10.080,47.000,130.000,24.000,,10000.000,1008.000,,,7.000,7.000,0,0,0,0,13,0,,26.000,,10.030,10000.000,3,0.050,0.000,,24.000,,6.550,10000.000,7,1.283,-0.000,,20.000,,4.350,10000.000,13,1.165,-0.000,1.200,-9.100,10.300,46.200,130.000,13.000,10000.000,3000.000,7.000,13.000,False,False,False,30.000,2021-03-11T10:41:00Z,2021-03-11T17:30:00Z,2021-03-11T10:30:00Z,2021-03-11T18:00:00Z,6.820,high,1500.000
control,6,0,control,0,0,0,0,,2021-03-12T23:30:00Z,2021,3,23,1,3.600,-0.600,4.200,74.000,200.000,18.000,,,1001.000,2200.000,2200.000,,,0,0,0,0,13,0,,14.000,2200.000,3.620,10000.000,3,0.580,-0.000,,12.000,2200.000,3.450,10000.000,7,0.120,-0.000,,12.000,2200.000,3.450,10000.000,13,-0.304,-0.000,2.800,-1.600,4.400,72.800,180.000,7.000,10000.000,3000.000,0.000,,False,False,False,30.000,,,,,,,
control,1,0,control,0,0,0,0,,2021-03-13T20:30:00Z,2021,3,20,0,5.000,1.660,3.340,79.000,210.000,18.000,,10000.000,995.000,,,2.000,2.000,0,0,0,0,13,10,16000.000,18.000,7000.000,3.340,10000.000,3,-0.360,0.000,3765.714,20.000,2200.000,2.660,10000.000,7,0.194,-0.000,1137.762,20.000,2200.000,2.660,10000.000,13,0.058,0.000,5.000,1.500,3.500,78.100,210.000,9.000,10000.000,1250.000,7.000,21.000,False,False,False,30.000,,,,,,,
control,6,0,control,0,0,0,0,,2021-03-13T23:00:00Z,2021,3,23,0,4.500,0.820,3.680,77.000,270.000,4.000,,10000.000,1022.000,3000.000,,7.000,7.000,0,0,0,0,13,5,,16.000,3000.000,2.630,10000.000,3,1.050,0.000,-4000.000,16.000,3000.000,2.630,10000.000,7,-0.016,-0.000,419.469,18.000,2200.000,2.630,10000.000,13,0.041,0.000,4.500,0.800,3.700,76.900,200.000,8.000,10000.000,3000.000,0.000,,False,False,False,0.000,,,,,,,
pre_event_6h,6,127,high,1,0,0,1,360.000,2021-03-15T02:00:00Z,2021,3,2,1,0.600,-0.700,1.300,91.000,230.000,8.000,,,1005.000,,,,,0,0,0,0,13,0,,8.000,,1.300,,3,-0.310,,,8.000,,1.300,10000.000,7,-0.713,,0.000,8.000,4000.000,1.300,10000.000,13,-0.306,0.000,0.600,-0.700,1.300,91.000,230.000,4.000,,3000.000,,,False,False,False,0.000,2021-03-15T08:00:00Z,2021-03-15T08:00:00Z,2021-03-15T07:30:00Z,2021-03-15T08:30:00Z,0.000,high,3000.000
pre_event_3h,3,127,high,1,0,0,1,180.000,2021-03-15T05:00:00Z,2021,3,5,0,0.800,-0.200,1.000,93.000,240.000,6.000,,10000.000,1005.000,700.000,,8.000,8.000,0,0,0,0,13,0,0.000,6.000,700.000,0.850,10000.000,3,0.000,,0.000,8.000,700.000,0.850,10000.000,7,-0.118,,0.000,8.000,700.000,0.850,10000.000,13,-0.374,0.000,0.800,-0.200,1.000,93.000,240.000,3.000,10000.000,250.000,8.000,,False,False,False,0.000,2021-03-15T08:00:00Z,2021-03-15T08:00:00Z,2021-03-15T07:30:00Z,2021-03-15T08:30:00Z,0.000,high,3000.000
pre_event_1h,1,127,high,1,0,0,1,60.000,2021-03-15T07:00:00Z,2021,3,7,0,1.400,0.240,1.160,92.000,190.000,6.000,,8000.000,1006.000,600.000,,8.000,8.000,0,0,0,0,13,0,-100.000,6.000,600.000,1.010,8000.000,3,0.150,-2000.000,-28.571,6.000,600.000,0.850,8000.000,7,0.078,-1200.000,-28.571,8.000,600.000,0.850,8000.000,13,-0.060,-1200.000,1.400,0.200,1.200,91.700,190.000,3.000,8000.000,150.000,8.000,10.000,True,False,False,0.000,2021-03-15T08:00:00Z,2021-03-15T08:00:00Z,2021-03-15T07:30:00Z,2021-03-15T08:30:00Z,0.000,high,3000.000
pre_event_6h,6,128,high,1,1,0,1,360.000,2021-03-15T23:00:00Z,2021,3,23,0,-0.900,-1.600,0.700,95.000,140.000,4.000,,10000.000,1007.000,,,5.000,5.000,0,0,0,0,13,0,,4.000,,0.700,10000.000,3,-0.290,0.000,,4.000,,0.700,10000.000,7,-0.237,-0.000,,4.000,7000.000,0.700,10000.000,13,-0.263,0.000,-0.900,-1.600,0.700,95.000,140.000,2.000,10000.000,2250.000,5.000,,False,False,False,0.000,2021-03-16T05:00:00Z,2021-03-16T10:30:00Z,2021-03-16T04:30:00Z,2021-03-16T11:00:00Z,5.500,high,100.000
pre_event_3h,3,128,high,1,1,0,1,180.000,2021-03-16T02:00:00Z,2021,3,2,1,-2.800,-3.490,0.690,95.000,120.000,4.000,,,1008.000,,,,,0,0,0,0,13,0,,4.000,,0.690,,3,-0.010,,,4.000,,0.690,10000.000,7,-0.034,,,4.000,,0.690,10000.000,13,-0.116,0.000,-2.800,-3.500,0.700,94.900,120.000,2.000,,3000.000,,,False,False,False,0.000,2021-03-16T05:00:00Z,2021-03-16T10:30:00Z,2021-03-16T04:30:00Z,2021-03-16T11:00:00Z,5.500,high,100.000
pre_event_1h,1,128,high,1,1,0,1,60.000,2021-03-16T04:00:00Z,2021,3,4,1,-2.500,-3.050,0.550,96.000,50.000,2.000,,,1009.000,,,,,0,0,0,0,13,0,,2.000,,0.550,,3,-0.140,,,4.000,,0.550,,7,-0.032,,,4.000,,0.550,10000.000,13,-0.054,-0.000,-2.500,-3.000,0.500,96.400,50.000,1.000,,3000.000,,,False,False,False,0.000,2021-03-16T05:00:00Z,2021-03-16T10:30:00Z,2021-03-16T04:30:00Z,2021-03-16T11:00:00Z,5.500,high,100.000
control,3,0,control,0,0,0,0,,2021-03-17T02:30:00Z,2021,3,2,1,0.500,-0.350,0.850,94.000,350.000,8.000,,,1016.000,600.000,600.000,,,0,0,0,0,13,0,-2700.000,8.000,600.000,0.710,,3,0.140,,214.286,8.000,100.000,0.560,,7,1.961,,214.286,8.000,100.000,0.560,10000.000,13,0.657,-0.000,0.300,-0.300,0.600,95.700,340.000,4.000,,3000.000,,,False,False,False,30.000,,,,,,,
control,1,0,control,0,0,0,0,,2021-03-17T04:30:00Z,2021,3,4,1,0.600,-0.550,1.150,92.000,310.000,8.000,,,1016.000,,,,,0,0,0,0,13,0,1400.000,6.000,1900.000,1.150,,3,-0.310,,40.000,8.000,600.000,0.710,,7,-1.715,,352.632,8.000,100.000,0.560,10000.000,13,0.240,-0.000,0.800,-0.700,1.500,89.700,310.000,3.000,,3000.000,,,False,False,False,30.000,,,,,,,
control,1,0,control,0,0,0,0,,2021-03-17T21:00:00Z,2021,3,21,0,-0.600,-3.620,3.020,80.000,340.000,8.000,,10000.000,1021.000,,,0.000,0.000,0,0,0,0,13,0,,8.000,,3.020,10000.000,3,-0.350,0.000,,8.000,,3.020,10000.000,7,-0.571,-0.000,,10.000,4900.000,3.020,10000.000,13,-0.724,0.000,-0.600,-3.600,3.000,80.100,340.000,4.000,10000.000,3000.000,0.000,,False,False,False,0.000,,,,,,,
control,6,0,control,0,0,0,0,,2021-03-17T22:30:00Z,2021,3,22,0,-2.000,-4.030,2.030,86.000,300.000,6.000,,10000.000,1021.000,,,0.000,0.000,0,0,0,0,13,0,,4.000,,2.030,10000.000,3,-0.810,0.000,,6.000,,2.030,10000.000,7,-0.498,-0.000,,8.000,,2.030,10000.000,13,-0.685,0.000,-1.900,-4.200,2.300,84.300,290.000,2.000,10000.000,3000.000,0.000,,False,False,False,30.000,,,,,,,
control,1,0,control,0,0,0,0,,2021-03-18T04:30:00Z,2021,3,4,1,-2.500,-3.480,0.980,93.000,320.000,6.000,,,1020.000,1500.000,1500.000,,,0,0,0,0,13,0,,8.000,1500.000,0.980,,3,-0.290,,,8.000,1500.000,0.980,,7,-0.236,,-1396.000,8.000,1500.000,0.980,10000.000,13,-0.209,-0.000,-2.500,-3.600,1.100,92.100,310.000,4.000,,3000.000,,,False,False,False,30.000,,,,,,,
control,6,0,control,0,0,0,0,,2021-03-18T15:00:00Z,2021,3,15,0,3.100,-6.330,9.430,50.000,320.000,10.000,,10000.000,1017.000,,,5.000,3.000,0,0,0,0,13,2,,10.000,9000.000,9.430,10000.000,3,-0.580,0.000,3080.000,10.000,3700.000,7.430,10000.000,7,0.557,-0.000,840.094,10.000,3600.000,4.320,10000.000,13,0.836,0.000,3.100,-6.300,9.400,50.100,320.000,5.000,10000.000,1750.000,5.000,,False,False,False,0.000,,,,,,,
pre_event_6h,6,129,high,1,0,0,1,360.000,2021-03-19T03:30:00Z,2021,3,3,1,-2.600,-4.310,1.710,88.000,280.000,4.000,,,1017.000,10700.000,10700.000,,,0,0,0,0,12,0,5100.000,6.000,5300.000,1.120,,3,0.590,,1192.857,2.000,5200.000,1.120,,7,-0.106,,935.714,4.000,5200.000,1.120,10000.000,12,-0.128,-0.000,-2.400,-3.800,1.400,90.100,280.000,3.000,,3000.000,,,False,False,False,30.000,2021-03-19T09:30:00Z,2021-03-19T09:30:00Z,2021-03-19T09:00:00Z,2021-03-19T10:00:00Z,0.000,high,4000.000
pre_event_3h,3,129,high,1,0,0,1,180.000,2021-03-19T06:30:00Z,2021,3,6,0,-0.900,-2.950,2.050,86.000,260.000,6.000,,8000.000,1017.000,,,5.000,2.000,0,0,0,0,13,0,29000.000,6.000,5500.000,1.410,6000.000,3,0.640,2000.000,628.571,6.000,5500.000,1.260,6000.000,7,0.053,1200.000,1719.580,4.000,5200.000,1.120,6000.000,13,0.007,1200.000,-2.200,-3.600,1.400,90.100,260.000,3.000,6000.000,1750.000,6.000,10.000,True,False,False,30.000,2021-03-19T09:30:00Z,2021-03-19T09:30:00Z,2021-03-19T09:00:00Z,2021-03-19T10:00:00Z,0.000,high,4000.000
pre_event_1h,1,129,high,1,0,0,1,60.000,2021-03-19T08:30:00Z,2021,3,8,0,-0.300,-2.050,1.750,88.000,310.000,10.000,,8000.000,1017.000,800.000,,8.000,5.000,0,0,0,1,13,2,-2200.000,12.000,800.000,1.590,6000.000,3,0.160,2000.000,-4045.963,10.000,800.000,1.410,6000.000,7,0.109,857.143,-1289.869,6.000,800.000,1.120,6000.000,13,0.105,857.143,-0.300,-2.200,1.900,87.000,290.000,7.000,10000.000,250.000,7.000,29.000,False,False,False,30.000,2021-03-19T09:30:00Z,2021-03-19T09:30:00Z,2021-03-19T09:00:00Z,2021-03-19T10:00:00Z,0.000,high,4000.000
control,6,0,control,0,0,0,0,,2021-03-19T23:00:00Z,2021,3,23,0,-4.400,-7.010,2.610,82.000,320.000,10.000,,10000.000,1022.000,,,0.000,0.000,0,0,0,0,13,0,,10.000,,2.610,10000.000,3,-0.330,0.000,,10.000,,2.610,10000.000,7,-0.636,-0.000,,10.000,,2.610,10000.000,13,-0.575,0.000,-4.400,-7.000,2.600,82.100,320.000,5.000,10000.000,3000.000,0.000,,False,False,False,0.000,,,,,,,
control,1,0,control,0,0,0,0,,2021-03-20T03:30:00Z,2021,3,3,1,-6.300,-7.960,1.660,88.000,300.000,8.000,,,1023.000,,,,,0,0,0,0,12,0,,8.000,,1.660,,3,-0.010,,,8.000,,1.660,,7,-0.189,,,9.000,,1.660,10000.000,12,-0.253,-0.000,-6.300,-8.000,1.700,87.700,300.000,4.000,,3000.000,,,False,False,False,30.000,,,,,,,
control,3,0,control,0,0,0,0,,2021-03-20T15:00:00Z,2021,3,15,0,0.500,-8.230,8.730,52.000,240.000,10.000,,10000.000,1022.000,,,6.000,6.000,0,0,0,0,13,0,,10.000,,8.730,10000.000,3,-1.850,0.000,,10.000,,8.730,10000.000,7,-0.816,-0.000,,8.000,4000.000,4.930,10000.000,13,0.565,0.000,0.500,-8.200,8.700,52.100,240.000,5.000,10000.000,1750.000,6.000,,False,False,False,0.000,,,,,,,
control,3,0,control,0,0,0,0,,2021-03-21T02:30:00Z,2021,3,2,1,-0.700,-4.940,4.240,73.000,220.000,18.000,,,1012.000,2500.000,2500.000,,,0,0,0,0,13,0,-200.000,20.000,2500.000,4.240,,3,-0.370,,-821.429,20.000,2500.000,4.240,,7,-0.039,,-618.487,18.000,2500.000,4.240,10000.000,13,-0.061,-0.000,-0.600,-5.000,4.400,72.100,220.000,10.000,,3000.000,,,False,False,False,30.000,,,,,,,
control,6,0,control,0,0,0,0,,2021-03-21T23:00:00Z,2021,3,23,0,-1.900,-4.090,2.190,85.000,300.000,8.000,,10000.000,1012.000,,,0.000,0.000,0,0,0,0,13,0,,8.000,,2.030,10000.000,3,-0.170,0.000,,8.000,,1.740,10000.000,7,0.069,-0.000,0.000,8.000,4000.000,1.170,10000.000,13,0.101,0.000,-1.900,-4.100,2.200,84.900,300.000,4.000,10000.000,2250.000,2.000,,False,False,False,0.000,,,,,,,
control,3,0,control,0,0,0,0,,2021-03-22T02:30:00Z,2021,3,2,1,-1.400,-4.240,2.840,81.000,230.000,2.000,,,1012.000,8700.000,8700.000,,,0,0,0,0,13,0,200.000,6.000,8500.000,2.340,,3,0.500,,182.857,6.000,8200.000,2.180,,7,0.247,,182.857,8.000,8200.000,1.740,10000.000,13,0.124,-0.000,-1.400,-4.200,2.800,81.200,260.000,3.000,,3000.000,,,False,False,False,30.000,,,,,,,
control,1,0,control,0,0,0,0,,2021-03-22T04:00:00Z,2021,3,4,1,-1.700,-3.890,2.190,85.000,260.000,2.000,,,1013.000,9500.000,9500.000,,,0,0,0,0,13,0,500.000,2.000,9000.000,2.030,,3,0.000,,357.143,2.000,8400.000,2.030,,7,-0.157,,290.000,6.000,8200.000,2.030,10000.000,13,0.027,-0.000,-1.700,-3.900,2.200,84.900,260.000,1.000,,3000.000,,,False,False,False,0.000,,,,,,,
control,6,0,control,0,0,0,0,,2021-03-22T23:00:00Z,2021,3,23,0,1.200,-4.860,6.060,64.000,240.000,10.000,,10000.000,1017.000,,,4.000,4.000,0,0,0,0,13,0,,8.000,,6.060,10000.000,3,-1.150,0.000,,8.000,,6.060,10000.000,7,-0.580,-0.000,,8.000,,6.060,10000.000,13,-0.521,0.000,1.200,-4.800,6.000,64.300,240.000,5.000,10000.000,3000.000,4.000,,False,False,False,0.000,,,,,,,
control,1,0,control,0,0,0,0,,2021-03-23T04:00:00Z,2021,3,4,1,-0.600,-4.310,3.710,76.000,240.000,6.000,,,1017.000,,,,,0,0,0,0,13,0,-400.000,8.000,15500.000,3.710,,3,-0.560,,1020.000,8.000,3600.000,3.710,,7,-0.671,,1020.000,8.000,3600.000,3.710,10000.000,13,-0.488,-0.000,-0.600,-4.300,3.700,76.000,240.000,3.000,,3000.000,,,False,False,False,0.000,,,,,,,
control,1,0,control,0,0,0,0,,2021-03-23T07:00:00Z,2021,3,7,0,2.400,0.460,1.940,87.000,290.000,16.000,,10000.000,1018.000,700.000,,6.000,6.000,0,0,0,0,13,0,0.000,12.000,700.000,1.940,10000.000,3,-0.450,0.000,0.000,10.000,700.000,1.940,10000.000,7,-0.581,0.000,-2746.482,10.000,700.000,1.940,10000.000,13,-0.635,0.000,2.400,0.500,1.900,87.300,290.000,8.000,10000.000,250.000,6.000,,False,False,False,0.000,,,,,,,
control,1,0,control,0,0,0,0,,2021-03-23T15:30:00Z,2021,3,15,0,8.300,1.220,7.080,61.000,290.000,22.000,,10000.000,1020.000,,,2.000,2.000,0,0,0,0,13,0,,20.000,,7.080,10000.000,3,-1.250,0.000,,20.000,10000.000,7.080,10000.000,7,-0.494,-0.000,0.000,18.000,10000.000,5.500,10000.000,13,0.343,0.000,8.900,0.900,8.000,57.300,290.000,10.000,10000.000,1250.000,2.000,,False,False,False,30.000,,,,,,,
control,6,0,control,0,0,0,0,,2021-03-23T16:30:00Z,2021,3,16,0,7.100,1.380,5.720,67.000,290.000,16.000,,10000.000,1020.000,,,2.000,2.000,0,0,0,0,13,0,,20.000,,5.720,10000.000,3,-1.360,0.000,,20.000,10000.000,5.720,10000.000,7,-0.959,-0.000,-0.000,18.000,10000.000,5.720,10000.000,13,-0.176,0.000,7.900,1.200,6.700,62.600,290.000,10.000,10000.000,1250.000,2.000,,False,False,False,30.000,,,,,,,
control,3,0,control,0,0,0,0,,2021-03-24T02:30:00Z,2021,3,2,1,4.000,1.030,2.970,81.000,240.000,4.000,,,1022.000,2800.000,2800.000,,,0,0,0,0,11,0,100.000,4.000,2700.000,2.620,,3,0.170,,-205.714,5.000,2700.000,2.620,,6,-0.281,,26.834,6.000,2500.000,2.620,10000.000,11,-0.147,-0.000,3.800,1.200,2.600,83.100,230.000,2.000,,3000.000,,,False,False,False,30.000,,,,,,,
pre_event_6h,6,130,high,1,0,0,1,360.000,2021-03-24T23:00:00Z,2021,3,23,0,4.100,0.960,3.140,80.000,160.000,6.000,,10000.000,1021.000,3500.000,,8.000,8.000,0,0,0,0,13,0,100.000,6.000,3400.000,3.140,10000.000,3,-0.540,0.000,0.000,4.000,3400.000,3.140,10000.000,7,-0.296,-0.000,86.813,4.000,2900.000,3.140,7000.000,13,-0.141,307.692,4.100,1.000,3.100,80.200,160.000,3.000,10000.000,1250.000,8.000,,False,False,False,0.000,2021-03-25T05:00:00Z,2021-03-25T07:30:00Z,2021-03-25T04:30:00Z,2021-03-25T08:00:00Z,2.500,high,2000.000
pre_event_3h,3,130,high,1,0,0,1,180.000,2021-03-25T02:00:00Z,2021,3,2,1,3.800,1.010,2.790,82.000,170.000,8.000,,,1020.000,3500.000,3500.000,,,0,0,0,0,12,0,-200.000,6.000,3500.000,2.790,,3,-0.170,,0.000,6.000,3500.000,2.790,10000.000,6,-0.111,,24.228,6.000,3400.000,2.790,10000.000,12,-0.239,0.000,3.800,1.000,2.800,81.900,170.000,4.000,,3000.000,,,False,False,False,0.000,2021-03-25T05:00:00Z,2021-03-25T07:30:00Z,2021-03-25T04:30:00Z,2021-03-25T08:00:00Z,2.500,high,2000.000
pre_event_1h,1,130,high,1,0,0,1,60.000,2021-03-25T04:00:00Z,2021,3,4,1,2.900,0.950,1.950,87.000,160.000,8.000,,,1020.000,3400.000,3400.000,,,0,0,0,0,12,0,-200.000,8.000,3400.000,1.950,,3,-0.500,,-57.143,8.000,3400.000,1.950,,7,-0.314,,7.837,7.000,3400.000,1.950,10000.000,12,-0.220,-0.000,2.900,1.000,1.900,87.300,160.000,4.000,,3000.000,,,False,False,False,0.000,2021-03-25T05:00:00Z,2021-03-25T07:30:00Z,2021-03-25T04:30:00Z,2021-03-25T08:00:00Z,2.500,high,2000.000
pre_event_6h,6,131,high,1,0,0,1,360.000,2021-03-25T23:00:00Z,2021,3,23,0,5.500,1.970,3.530,78.000,190.000,2.000,,10000.000,1020.000,,,0.000,0.000,0,0,0,0,13,0,,4.000,,3.530,10000.000,3,-0.780,0.000,,6.000,,3.530,10000.000,7,-0.633,-0.000,,6.000,6000.000,3.530,6000.000,13,-0.755,219.780,5.500,2.000,3.500,78.200,190.000,1.000,10000.000,3000.000,0.000,,False,False,False,0.000,2021-03-26T05:00:00Z,2021-03-26T09:30:00Z,2021-03-26T04:30:00Z,2021-03-26T10:00:00Z,4.500,high,2000.000
pre_event_3h,3,131,high,1,0,0,1,180.000,2021-03-26T02:00:00Z,2021,3,2,1,4.600,1.790,2.810,82.000,160.000,4.000,,,1020.000,6400.000,6400.000,,,0,0,0,0,13,0,-400.000,4.000,6400.000,2.470,,3,-0.320,,-400.000,4.000,6400.000,2.470,10000.000,7,-0.266,,-400.000,6.000,6400.000,2.470,10000.000,13,-0.490,0.000,4.600,1.800,2.800,82.100,160.000,2.000,,3000.000,,,False,False,False,0.000,2021-03-26T05:00:00Z,2021-03-26T09:30:00Z,2021-03-26T04:30:00Z,2021-03-26T10:00:00Z,4.500,high,2000.000
pre_event_1h,1,131,high,1,0,0,1,60.000,2021-03-26T04:00:00Z,2021,3,4,1,4.400,2.100,2.300,85.000,190.000,4.000,,,1020.000,6900.000,6900.000,,,0,0,0,0,13,0,100.000,4.000,6800.000,2.300,,3,-0.170,,200.000,4.000,6400.000,2.300,,7,-0.202,,200.000,4.000,6400.000,2.300,10000.000,13,-0.311,-0.000,4.400,2.100,2.300,85.000,190.000,2.000,,3000.000,,,False,False,False,0.000,2021-03-26T05:00:00Z,2021-03-26T09:30:00Z,2021-03-26T04:30:00Z,2021-03-26T10:00:00Z,4.500,high,2000.000
control,6,0,control,0,0,0,0,,2021-03-26T23:00:00Z,2021,3,23,0,7.400,3.260,4.140,75.000,140.000,8.000,,10000.000,1018.000,,,4.000,4.000,0,0,0,0,13,0,,8.000,,3.940,10000.000,3,0.200,0.000,,8.000,,3.390,10000.000,7,0.064,-0.000,,10.000,,3.390,10000.000,13,-0.466,0.000,7.400,3.300,4.100,75.200,140.000,4.000,10000.000,3000.000,4.000,,False,False,False,0.000,,,,,,,
control,3,0,control,0,0,0,0,,2021-03-27T01:30:00Z,2021,3,1,1,4.900,1.910,2.990,81.000,120.000,8.000,,,1016.000,,,,,0,0,0,0,12,0,,8.000,,2.290,,3,0.360,,,8.000,,2.290,10000.000,6,-0.530,-0.000,,8.000,,2.290,10000.000,12,-0.272,-0.000,3.800,1.500,2.300,84.900,120.000,4.000,,3000.000,,,False,False,False,30.000,,,,,,,
control,3,0,control,0,0,0,0,,2021-03-28T02:00:00Z,2021,3,2,1,3.400,0.450,2.950,81.000,250.000,16.000,,,1023.000,2200.000,2200.000,,,0,0,0,0,12,0,400.000,14.000,1800.000,2.950,,3,-0.180,,-877.108,14.000,1800.000,2.950,10000.000,6,-0.054,,-414.085,14.000,1800.000,2.790,10000.000,12,0.006,0.000,3.400,0.500,2.900,81.300,250.000,8.000,,3000.000,,,False,False,False,0.000,,,,,,,
control,6,0,control,0,0,0,0,,2021-03-28T02:30:00Z,2021,3,2,1,3.200,0.420,2.780,82.000,240.000,18.000,,,1024.000,1500.000,1500.000,,,0,0,0,0,12,0,-400.000,16.000,1500.000,2.780,,3,-0.180,,-120.000,14.000,1500.000,2.780,,6,-0.123,,-375.537,14.000,1500.000,2.780,10000.000,12,-0.007,-0.000,3.400,0.500,2.900,81.300,250.000,8.000,,3000.000,,,False,False,False,30.000,,,,,,,
control,6,0,control,0,0,0,0,,2021-03-28T04:00:00Z,2021,3,4,0,2.900,0.300,2.600,83.000,250.000,18.000,,10000.000,1024.000,1600.000,,8.000,8.000,0,0,0,0,12,0,200.000,16.000,1500.000,2.440,10000.000,3,0.160,,-137.888,16.000,1500.000,2.440,10000.000,7,-0.224,,-565.253,16.000,1500.000,2.440,10000.000,12,-0.134,0.000,2.900,0.300,2.600,83.000,250.000,9.000,10000.000,450.000,8.000,,False,False,False,0.000,,,,,,,
control,1,0,control,0,0,0,0,,2021-03-28T04:30:00Z,2021,3,4,0,2.800,0.200,2.600,83.000,250.000,14.000,,10000.000,1025.000,1500.000,,8.000,8.000,0,0,0,0,12,0,0.000,16.000,1500.000,2.440,10000.000,3,0.160,0.000,-171.429,16.000,1500.000,2.440,10000.000,7,-0.151,0.000,-463.333,16.000,1500.000,2.440,10000.000,12,-0.128,-0.000,2.900,0.300,2.600,83.000,250.000,9.000,10000.000,450.000,8.000,,False,False,False,30.000,,,,,,,
control,3,0,control,0,0,0,0,,2021-03-28T13:00:00Z,2021,3,13,0,8.700,-2.000,10.700,47.000,230.000,14.000,,10000.000,1027.000,5000.000,,5.000,5.000,0,0,0,0,13,0,1500.000,14.000,3500.000,8.680,10000.000,3,2.020,0.000,692.857,14.000,2500.000,5.440,10000.000,7,1.717,-0.000,586.813,14.000,1300.000,3.120,10000.000,13,1.257,0.000,8.700,-1.700,10.400,48.000,230.000,7.000,10000.000,1750.000,5.000,,False,False,False,0.000,,,,,,,
control,3,0,control,0,0,0,0,,2021-03-28T18:00:00Z,2021,3,18,0,6.100,-1.550,7.650,58.000,170.000,8.000,,10000.000,1027.000,,,4.000,4.000,0,0,0,0,13,0,,8.000,,7.650,10000.000,3,-2.150,0.000,-15000.000,10.000,5000.000,7.650,10000.000,7,-1.226,-0.000,1800.000,12.000,3500.000,7.650,10000.000,13,-0.181,0.000,6.100,-1.500,7.600,58.200,170.000,4.000,10000.000,3000.000,4.000,,False,False,False,0.000,,,,,,,
control,3,0,control,0,0,0,0,,2021-03-30T02:30:00Z,2021,3,2,1,9.200,6.810,2.390,85.000,210.000,6.000,,,1027.000,,,,,0,0,0,0,13,0,200.000,6.000,3400.000,1.880,,3,0.510,,-1251.429,6.000,3400.000,1.880,,7,-0.069,,-123.157,8.000,3400.000,1.230,10000.000,13,0.158,-0.000,9.200,7.300,1.900,87.900,210.000,3.000,,3000.000,,,False,False,False,30.000,,,,,,,
control,6,0,control,0,0,0,0,,2021-03-30T03:30:00Z,2021,3,3,1,9.600,7.200,2.400,85.000,230.000,8.000,,,1027.000,,,,,0,0,0,0,13,0,,8.000,3400.000,2.390,,3,0.010,,-297.297,6.000,3400.000,1.880,,7,0.057,,-439.855,8.000,3400.000,1.400,10000.000,13,0.091,-0.000,9.400,7.000,2.400,85.000,230.000,4.000,,3000.000,,,False,False,False,30.000,,,,,,,
control,1,0,control,0,0,0,0,,2021-03-30T08:30:00Z,2021,3,8,0,11.500,8.890,2.610,84.000,250.000,6.000,,10000.000,1029.000,2000.000,,7.000,7.000,0,0,0,0,13,0,0.000,8.000,2000.000,2.420,10000.000,3,0.190,0.000,21.429,8.000,1900.000,2.400,10000.000,7,0.073,-0.000,-815.188,8.000,1900.000,2.220,10000.000,13,0.020,-0.000,11.000,8.400,2.600,84.000,260.000,4.000,10000.000,800.000,7.000,26.000,False,False,False,30.000,,,,,,,
